sids,cis,ecowas,popsqkm,developing,saarc,ison,contains,agadir,asean,name_obsol,eac,ceplg,ioc,gcc,name_local,unregion_2,can,csn,comesa,waspartof,cacm,aosis,shape_leng,uma,sacu,sovereign,iso,wbother,unregion_1,name_frenc,fips,uemoa,iso_2,wbincome,parta,acp,ceeac,nafta,name_arabi,name_chine,name_varia,islands,transition,palop,wbregion,pop_2000,eu,name_engli,caricom,name_nonla,oecd,sqkm,name_spani,landlocked,igad,name_iso,eur_as_ec,wbdebt,cemac,mru,ldc,www,name_russi,name_fao,andy_id,gadmid,shape_area,validfr,validto,MS_FB,WIKIDATA
0.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,36.8704921880000000555810402147472,1.0000000000000000000000000000000,0.0000000000000000000000000000000,170.0000000000000000000000000000000,,0.0000000000000000000000000000000,0.0000000000000000000000000000000,,0.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,Colombia,Americas,1.0000000000000000000000000000000,1.0000000000000000000000000000000,0.0000000000000000000000000000000,,0.0000000000000000000000000000000,0.0000000000000000000000000000000,112.5769075359999931151833152398467,0.0000000000000000000000000000000,0.0000000000000000000000000000000,Colombia,COL,,South America,Colombie,CO,0.0000000000000000000000000000000,CO,Lower middle income,0.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,????????,????,,0.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,Latin America & Caribbean,42104701.0000000000000000000000000000000,0.0000000000000000000000000000000,Colombia,0.0000000000000000000000000000000,,0.0000000000000000000000000000000,1141962.0000000000000000000000000000000,Colombia,0.0000000000000000000000000000000,0.0000000000000000000000000000000,COLOMBIA,0.0000000000000000000000000000000,Moderately indebted,0.0000000000000000000000000000000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,,????????,Colombia,54.0000000000000000000000000000000,51.0000000000000000000000000000000,92.6886050897000046688845031894743,1907,Present,country:co,Q739
