MS_FB,MS_FB_PARE,WIKIDATA,name_en,name_es
country:co/legislator-at-large:chamber-national-afro-colombian,country:co,Q51091057,special constituency for Afro-Colombians,circunscripcion especial para las comunidades afrodescendientes
